367655.03	3531.69
260869.1	3531.73
230921.21	2799.49
304815.51	5894.88
461509.48	5128.93
194901.41	4051.0
37522.56	983.69
89107.54	6199.29
451923.96	4271.51
203320.5	5216.18
311546.91	3677.43
202875.2	4808.1
109956.88	2449.33
453101.38	5546.28
323017.91	3286.51
218221.57	5112.24
93116.97	4586.14
230407.66	2571.3
550538.43	5757.35
420217.83	3520.81
83622.72	8237.77
723648.99	7093.07
118470.87	1694.87
92532.51	998.46
28157.7	2676.43
196567.84	5704.87
210117.09	3525.22
585076.67	7744.01
27820.22	500.0
489775.18	6561.08
281937.28	4101.49
408942.57	4989.2
259278.31	3177.42
561103.95	5968.05
58507.61	5227.68
306664.24	6715.76
341340.99	5715.32
235418.64	3680.12
119125.28	5687.15
63775.73	1867.36
9953.74	970.85
246120.6	5359.32
127007.45	3770.92
741726.83	6475.63
282513.69	4484.67
606242.03	8094.8
326383.22	3461.19
218792.9	5435.08
538000.21	5120.45
33792.6	2175.74
157372.59	7928.51
312952.9	3605.56
248428.48	2457.83
462465.71	5152.35
23286.97	1202.86
599929.66	5125.94
176571.54	2870.89
237128.63	1995.91
107794.57	4742.29
198487.74	2792.03
383467.46	3521.64
606371.55	5646.21
293692.72	7019.54
239165.22	4804.07
56868.63	500.0
512364.61	6992.09
199822.72	4111.45
439026.61	6188.38
37073.82	1965.62
484278.3	5033.34
376535.92	3314.62
79793.7	3257.12
361988.87	3519.35
36918.93	3250.36
141034.04	3341.34
224981.27	3806.35
325411.04	2754.29
29044.24	3163.71
131034.87	2186.84
62785.22	5688.88
582120.37	5082.0
245455.57	4265.87
63342.67	5243.62
78540.06	859.55
44022.81	500.0
53415.83	3441.0
649884.11	5426.8
121047.06	4094.03
200938.05	2093.08
270384.58	3449.75
132805.31	4937.13
492212.1	5016.38
341949.66	3861.95
30840.95	3624.84
458081.12	4480.05
532141.72	4611.11
9472.99	4836.51
554991.36	4800.82
35580.5	3532.02
760095.88	7693.61
271108.54	2914.79
309260.01	5754.2
475855.46	4685.45
355154.79	4913.51
110968.23	3095.39
1691.04	500.0
599502.38	6046.28
300600.36	4183.17
655680.06	6099.11
89514.32	2929.53
54557.14	5011.98
21148.54	500.0
125718.01	2223.58
130832.79	1273.92
104365.8	3275.12
71323.73	1760.66
577885.77	5694.16
497762.51	6445.0
38180.42	911.07
440716.54	5006.86
454299.28	4746.79
34735.15	5014.03
61260.21	630.43
162221.28	2132.56
71989.52	3393.94
190948.64	3930.59
614312.76	5517.86
222227.77	4562.38
650117.39	5897.88
191885.84	2675.77
497102.35	6139.7
48698.49	2174.1
1539.77	500.0
14063.39	500.0
26014.28	3506.98
11720.2	923.93
202100.99	1815.37
206786.62	3367.18
89565.02	4386.66
176734.39	3807.45
594063.28	5073.02
202812.39	2203.06
56990.24	2121.33
337053.01	3711.82
389532.25	5097.06
108615.57	2155.13
11134.48	4217.69
28752.64	1762.74
197682.85	6284.65
187897.72	1758.36
43241.78	4473.92
39832.9	3090.36
133670.93	5214.26
731973.67	6622.32
166888.07	3522.93
160752.86	2441.97
616277.82	7459.78
382013.59	4600.38
123105.75	5078.26
441699.16	4683.26
356867.71	6252.73
7925.2	5568.07
254257.51	3511.6
418894.44	4221.64
336264.04	4379.7
210984.81	5153.52
61675.88	3615.78
537368.97	6781.0
392730.24	3866.94
297905.93	4490.56
169609.99	1460.62
123046.95	1853.06
243714.96	3103.24
528743.19	8020.02
478911.39	7165.19
111295.7	4759.74
68384.41	1542.4
328802.42	4425.49
22409.77	4779.77
224505.02	2455.26
249694.64	2803.26
575631.38	7282.09
463607.72	5027.82
243635.9	4359.16
481185.38	4663.96
131153.94	4381.0
20164.21	3791.1
325301.11	3662.36
46568.45	500.0
77168.04	2624.13
532518.83	6958.16
283879.59	5222.29
7111.4	1098.58
295939.4	3366.49
63493.01	4289.74
215973.83	2770.45
664212.54	6662.96
373212.19	5523.61
343043.8	3468.46
425659.95	6866.84
436217.64	6444.25
212810.36	4222.34
295288.07	4028.65
160063.43	4312.38
261528.68	2956.2
221554.55	5129.63
219902.57	3750.76
144656.28	1654.82
192419.53	3605.32
306523.7	3697.45
35276.54	3752.54
29721.5	3287.06
27143.77	784.88
66065.08	2474.55
380139.18	4419.32
229245.7	3016.73
100446.79	2283.1
374227.57	6251.18
276590.54	4795.4
62074.71	4315.5
183765.46	3206.68
440732.94	4965.05
395099.13	6004.17
439567.45	5034.39
15671.51	4876.95
472324.53	4039.23
265610.72	4624.14
323103.26	4299.86
300973.9	5277.04
405551.98	3526.46
93936.99	1384.85
131266.77	4383.32
78856.54	3564.92
104940.56	1022.0
435325.81	4612.03
296076.41	6109.33
313582.32	4495.02
434253.47	4300.81
199189.14	4983.59
732944.0	7404.11
66375.13	1188.49
238976.54	2137.46
546554.64	5358.75
46635.86	1702.41
30180.51	4836.8
153801.68	6803.2
331646.36	4879.0
23304.02	5557.87
240955.26	4612.82
736570.75	7684.96
79368.68	1941.26
